Film Adı,Tür,FHD Puanı,IMDb Puanı,Yıl,Link
"Altın Ayakkabılar
Golden Shoes",Aile Filmleri,9.7,3.4,2015,https://www.fullhdfilmizlesene.life/film/altin-ayakkabilar/
Nightlight,"Gerilim Filmleri, Korku Filmleri",9.3,4.4,2015,https://www.fullhdfilmizlesene.life/film/nightlight/
"Gelin
La novia",Dram Filmleri,7.2,6.6,2015,https://www.fullhdfilmizlesene.life/film/gelin/
"Yeniden Diriliş
Risen","Aksiyon Filmleri, Dram Filmleri, Gizem Filmleri, Tarih Filmleri",8.6,6.3,2016,https://www.fullhdfilmizlesene.life/film/yeniden-dirilis/
"Kasabanın Esrarı
Bridgend","Dram Filmleri, Korku Filmleri",7.7,5.4,2015,https://www.fullhdfilmizlesene.life/film/kasabanin-esrari/
"Demir Yumruklu Adam 2
The Man with the Iron Fists 2",Aksiyon Filmleri,9.4,4.4,2015,https://www.fullhdfilmizlesene.life/film/demir-yumruklu-adam-2/
Taj Mahal,Gerilim Filmleri,8.4,5.4,2015,https://www.fullhdfilmizlesene.life/film/taj-mahal/
"Kaçak
Run",Dram Filmleri,8.7,6.0,2014,https://www.fullhdfilmizlesene.life/film/kacak-2/
"Refleks
Time Rush",Aksiyon Filmleri,7.9,3.2,2016,https://www.fullhdfilmizlesene.life/film/refleks/
Mara: Dünyanın Kurtarıcısı,"Dram Filmleri, Fantastik Filmler",7.9,5.8,2015,https://www.fullhdfilmizlesene.life/film/mara-dunyanin-kurtaricisi/
"Adderall Günlükleri
The Adderall Diaries","Dram Filmleri, Gerilim Filmleri, Suç Filmleri",6.6,5.2,2015,https://www.fullhdfilmizlesene.life/film/adderall-gunlukleri/
The Do-Over,"Aksiyon Filmleri, Gizem Filmleri, Komedi Filmleri, Macera Filmleri",9.3,5.7,2016,https://www.fullhdfilmizlesene.life/film/the-do-over/
Josephine,"Komedi Filmleri, Romantik Filmler",8.6,5.8,2013,https://www.fullhdfilmizlesene.life/film/josephine/
"Hayatın Kıyısında
By the Sea","Dram Filmleri, Romantik Filmler",7.7,5.3,2015,https://www.fullhdfilmizlesene.life/film/hayatin-kiyisinda/
"Bir ve İki
One and Two","Dram Filmleri, Fantastik Filmler, Gerilim Filmleri",8.4,5.2,2015,https://www.fullhdfilmizlesene.life/film/bir-ve-iki/
Sandra Brown'dan Beyaz Sıcak,"Dram Filmleri, Gizem Filmleri",8.0,6.1,2016,https://www.fullhdfilmizlesene.life/film/sandra-brown-dan-beyaz-sicak/
"Evden Uzakta
Far From Home",Dram Filmleri,8.5,5.9,2014,https://www.fullhdfilmizlesene.life/film/evden-uzakta/
"Saul'un Oğlu
Son of Saul","Dram Filmleri, Savaş Filmleri",7.7,7.4,2015,https://www.fullhdfilmizlesene.life/film/saul-un-oglu/
Carol,"Dram Filmleri, Romantik Filmler",8.7,7.3,2015,https://www.fullhdfilmizlesene.life/film/carol/
"Dedemle Bu Yaz
Avis de mistral","Dram Filmleri, Romantik Filmler",8.9,6.6,2014,https://www.fullhdfilmizlesene.life/film/dedemle-bu-yaz/
"Aşk Tozu
Deep Powder","Dram Filmleri, Gerilim Filmleri",8.1,5.7,2013,https://www.fullhdfilmizlesene.life/film/ask-tozu/
Marguerite ve Julien,"Dram Filmleri, Romantik Filmler, Tarih Filmleri",8.9,5.1,2015,https://www.fullhdfilmizlesene.life/film/marguerite-ve-julien/
Aşk ve Gurur ve Zombiler,"Aksiyon Filmleri, Fantastik Filmler, Komedi Filmleri, Korku Filmleri, Romantik Filmler",8.9,5.8,2016,https://www.fullhdfilmizlesene.life/film/ask-ve-gurur-ve-zombiler-2/
Sweet Home,Korku Filmleri,8.9,5.2,2015,https://www.fullhdfilmizlesene.life/film/sweet-home/
"Kod Adı Maria
Alias Maria","Dram Filmleri, Savaş Filmleri",8.7,6.3,2015,https://www.fullhdfilmizlesene.life/film/kod-adi-maria/
"Korku Kliniği
Fear Clinic",Korku Filmleri,7.6,4.2,2015,https://www.fullhdfilmizlesene.life/film/korku-klinigi/
"Hazine
Comoara",Komedi Filmleri,7.5,6.7,2015,https://www.fullhdfilmizlesene.life/film/hazine/
"Mississippi Ateşi
Mississippi Grind","Dram Filmleri, Komedi Filmleri",8.3,6.4,2015,https://www.fullhdfilmizlesene.life/film/mississippi-atesi/
Pandemic,"Aksiyon Filmleri, Bilim Kurgu Filmleri, Gerilim Filmleri, Korku Filmleri",7.9,4.4,2016,https://www.fullhdfilmizlesene.life/film/pandemic-2/
Jenny's Wedding,"Dram Filmleri, Komedi Filmleri, Romantik Filmler",7.1,5.6,2015,https://www.fullhdfilmizlesene.life/film/jenny-s-wedding/
Nahid,"Dram Filmleri, Romantik Filmler",7.5,6.3,2015,https://www.fullhdfilmizlesene.life/film/nahid/
Anomalisa,"Animasyon Filmleri, Dram Filmleri, Komedi Filmleri, Romantik Filmler",7.3,7.2,2015,https://www.fullhdfilmizlesene.life/film/anomalisa/
"Sırdaş
Secret Sharer","Dram Filmleri, Gerilim Filmleri, Romantik Filmler",7.7,6.2,2014,https://www.fullhdfilmizlesene.life/film/sirdas/
Darkweb,"Aksiyon Filmleri, Gerilim Filmleri",8.5,2.7,2016,https://www.fullhdfilmizlesene.life/film/darkweb/
"Aşka Özgürlük
Freeheld","Biyografi Filmleri, Dram Filmleri, Romantik Filmler",9.1,6.6,2015,https://www.fullhdfilmizlesene.life/film/aska-ozgurluk/
"Wipers Gazetesi
The Wipers Times",Savaş Filmleri,7.9,7.0,2013,https://www.fullhdfilmizlesene.life/film/wipers-gazetesi/
"Dadının Böylesi
Der Nanny","Dram Filmleri, Komedi Filmleri",9.2,5.6,2015,https://www.fullhdfilmizlesene.life/film/dadinin-boylesi/
"Savaşın Kardeşleri
Brothers of War","Dram Filmleri, Savaş Filmleri",8.2,4.3,2015,https://www.fullhdfilmizlesene.life/film/savasin-kardesleri/
Tower Records'un Yükselişi ve Çöküşü,"Belgeseller, Müzikal Filmler, Tarih Filmleri",9.5,7.3,2015,https://www.fullhdfilmizlesene.life/film/tower-records-un-yukselisi-ve-cokusu/
"Çete
The Clan","Biyografi Filmleri, Dram Filmleri, Gerilim Filmleri, Suç Filmleri",8.1,6.9,2015,https://www.fullhdfilmizlesene.life/film/cete/
"Chasuke nin Yolculuğu
Ten no Chasuke","Aksiyon Filmleri, Fantastik Filmler, Komedi Filmleri",8.1,6.0,2015,https://www.fullhdfilmizlesene.life/film/chasuke-nin-yolculugu/
"Suyun Haritası
La memoria del agua","Dram Filmleri, Romantik Filmler",5.0,6.1,2015,https://www.fullhdfilmizlesene.life/film/suyun-haritasi/
"Gerçek Hikaye
True Story","Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Suç Filmleri",7.8,6.3,2015,https://www.fullhdfilmizlesene.life/film/gercek-hikaye/
Ölüler Yükseliyor,"Aksiyon Filmleri, Korku Filmleri",8.6,5.2,2015,https://www.fullhdfilmizlesene.life/film/oluler-yukseliyor/
"Güneşte Kaybolmuş
Lost in the Sun","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri",8.3,6.0,2015,https://www.fullhdfilmizlesene.life/film/guneste-kaybolmus/
"Sürgün
Field Punishment No.1",Dram Filmleri,8.8,7.0,2014,https://www.fullhdfilmizlesene.life/film/surgun/
Dheepan,"Dram Filmleri, Suç Filmleri",8.5,7.2,2015,https://www.fullhdfilmizlesene.life/film/dheepan/
"Kanlı Adalet
Relentless Justice","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Suç Filmleri",7.4,3.9,2015,https://www.fullhdfilmizlesene.life/film/kanli-adalet/
"Tehlikeli Planlama
A Dangerous Arrangement",Gerilim Filmleri,7.0,4.2,2015,https://www.fullhdfilmizlesene.life/film/tehlikeli-planlama/
Lego Scooby-Doo!: Haunted Hollywood,"Aile Filmleri, Animasyon Filmleri, Fantastik Filmler, Komedi Filmleri, Korku Filmleri",9.0,5.8,2016,https://www.fullhdfilmizlesene.life/film/lego-scooby-doo-haunted-hollywood/
"Yeniden Yirmi
Em la ba noi cua anh","Komedi Filmleri, Müzikal Filmler",8.6,6.9,2015,https://www.fullhdfilmizlesene.life/film/yeniden-yirmi/
"Saul Şam'a Yolculuk
Saul: The Journey to Damascus",Dram Filmleri,8.4,6.3,2014,https://www.fullhdfilmizlesene.life/film/saul-sam-a-yolculuk/
"The Club
El Club","Dram Filmleri, Gizem Filmleri, Komedi Filmleri",7.6,7.2,2015,https://www.fullhdfilmizlesene.life/film/the-club/
Woodlawn,"Dram Filmleri, Spor Filmleri",9.7,6.4,2015,https://www.fullhdfilmizlesene.life/film/woodlawn/
"Hayatımın Yolculuğu
A Walk in the Woods","Biyografi Filmleri, Dram Filmleri, Komedi Filmleri, Macera Filmleri",8.6,6.4,2015,https://www.fullhdfilmizlesene.life/film/hayatimin-yolculugu/
"Jane'in İntikamı
Jane Got a Gun","Aksiyon Filmleri, Dram Filmleri, Western Filmler",8.2,5.9,2016,https://www.fullhdfilmizlesene.life/film/jane-in-intikami/
"Vahşi Değişim
Even Lambs Have Teeth","Gerilim Filmleri, Korku Filmleri",7.9,5.1,2015,https://www.fullhdfilmizlesene.life/film/vahsi-degisim/
"Adalet Birliği Genç Titanlara Karşı
Justice League vs. Teen Titans","Aksiyon Filmleri, Animasyon Filmleri, Bilim Kurgu Filmleri, Fantastik Filmler, Komedi Filmleri",9.5,6.9,2016,https://www.fullhdfilmizlesene.life/film/adalet-birligi-genc-titanlara-karsi/
"Anneler ve Kızları
Mothers And Daughters",Dram Filmleri,6.6,4.9,2016,https://www.fullhdfilmizlesene.life/film/anneler-ve-kizlari/
"Aile İşi
West End","Dram Filmleri, Suç Filmleri",8.3,6.0,2014,https://www.fullhdfilmizlesene.life/film/aile-isi/
"Elveda Dünya
Goodbye World","Dram Filmleri, Komedi Filmleri",7.3,5.4,2013,https://www.fullhdfilmizlesene.life/film/elveda-dunya/
"Zaman Carpıştırıcı
Collider",Bilim Kurgu Filmleri,7.9,3.3,2013,https://www.fullhdfilmizlesene.life/film/zaman-carpistirici/
"Vezir
Wazir","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Suç Filmleri",8.8,7.1,2016,https://www.fullhdfilmizlesene.life/film/vezir/
"Özgürlük Mücadelesi
Freedom","Dram Filmleri, Müzikal Filmler",7.8,6.3,2014,https://www.fullhdfilmizlesene.life/film/ozgurluk-mucadelesi/
"Kanlı Miras
Brigada: Naslednik",Aksiyon Filmleri,7.8,2.6,2012,https://www.fullhdfilmizlesene.life/film/kanli-miras/
"Yumruk Yumruğa
Hand 2 Hand",Aksiyon Filmleri,7.6,3.5,2011,https://www.fullhdfilmizlesene.life/film/yumruk-yumruga/
"Ross Kalesi
Fort Ross","Aksiyon Filmleri, Fantastik Filmler, Macera Filmleri",7.8,4.1,2014,https://www.fullhdfilmizlesene.life/film/ross-kalesi/
"Ölümsüz Kahraman
Isenhart","Fantastik Filmler, Gerilim Filmleri, Macera Filmleri",7.6,5.0,2011,https://www.fullhdfilmizlesene.life/film/olumsuz-kahraman/
"Karanlık Yerler
Dark Places","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Gizem Filmleri",8.3,6.2,2015,https://www.fullhdfilmizlesene.life/film/karanlik-yerler/
"Biçici
Reaper","Bilim Kurgu Filmleri, Gerilim Filmleri, Korku Filmleri, Suç Filmleri",8.1,4.4,2014,https://www.fullhdfilmizlesene.life/film/bicici/
"Yeni Umut
In Einem Wilden Land","Macera Filmleri, Western Filmler",8.2,5.4,2013,https://www.fullhdfilmizlesene.life/film/yeni-umut/
"Partizan
Partisan","Dram Filmleri, Gerilim Filmleri",8.2,5.8,2015,https://www.fullhdfilmizlesene.life/film/partizan/
"Ermiş
The Prophet","Animasyon Filmleri, Dram Filmleri",8.4,7.0,2014,https://www.fullhdfilmizlesene.life/film/ermis/
"Bibi ve Tina
Bibi and Tina: Voll verhext","Aile Filmleri, Macera Filmleri",9.0,5.2,2014,https://www.fullhdfilmizlesene.life/film/bibi-ve-tina/
"Kaç
Run","Aksiyon Filmleri, Gerilim Filmleri, Romantik Filmler",9.4,4.6,2013,https://www.fullhdfilmizlesene.life/film/kac-2013/
"Çıkış Yok
No Way Out","Aksiyon Filmleri, Dram Filmleri",6.0,4.5,2015,https://www.fullhdfilmizlesene.life/film/cikis-yok-4/
"Ay Macerası
Capture the Flag","Aile Filmleri, Animasyon Filmleri, Bilim Kurgu Filmleri, Komedi Filmleri, Macera Filmleri",9.5,5.8,2015,https://www.fullhdfilmizlesene.life/film/ay-macerasi/
Alev Çemberi,"Aksiyon Filmleri, Bilim Kurgu Filmleri, Dram Filmleri, Gerilim Filmleri, Macera Filmleri",8.4,2.6,2015,https://www.fullhdfilmizlesene.life/film/alev-cemberi/
"Ejder Kılıcı
Dragon Blade","Aksiyon Filmleri, Dram Filmleri, Fantastik Filmler, Macera Filmleri, Tarih Filmleri",9.4,5.9,2015,https://www.fullhdfilmizlesene.life/film/ejder-kilici/
"Öldürmenin 3 Yolu
Kill Me Three Times","Aksiyon Filmleri, Gerilim Filmleri, Komedi Filmleri, Suç Filmleri",8.2,5.8,2014,https://www.fullhdfilmizlesene.life/film/oldurmenin-3-yolu/
"Suyun Yüzeyi
The Surface","Dram Filmleri, Gerilim Filmleri",7.2,4.8,2014,https://www.fullhdfilmizlesene.life/film/suyun-yuzeyi-2/
"Son Kral
Birkebeinerne","Aksiyon Filmleri, Dram Filmleri, Macera Filmleri, Tarih Filmleri",8.3,6.1,2016,https://www.fullhdfilmizlesene.life/film/son-kral/
"Tilki Perisi Liza
Liza, The Fox-Fairy","Fantastik Filmler, Komedi Filmleri, Romantik Filmler",7.2,7.5,2015,https://www.fullhdfilmizlesene.life/film/tilki-perisi-liza/
"Kutsal
The Hallow",Korku Filmleri,8.8,5.7,2015,https://www.fullhdfilmizlesene.life/film/kutsal-2/
"Mutlu Yıllar
Love the Coopers","Fantastik Filmler, Komedi Filmleri, Romantik Filmler",8.0,5.8,2015,https://www.fullhdfilmizlesene.life/film/mutlu-yillar/
"On Bin Aziz
Ten Thousand Saints","Dram Filmleri, Komedi Filmleri, Müzikal Filmler",9.1,5.9,2015,https://www.fullhdfilmizlesene.life/film/on-bin-aziz/
"Zor Biraderler 2
Ride Along 2","Aksiyon Filmleri, Komedi Filmleri, Suç Filmleri",9.4,5.9,2016,https://www.fullhdfilmizlesene.life/film/zor-biraderler-2/
Jeruzalem,Korku Filmleri,8.2,4.8,2015,https://www.fullhdfilmizlesene.life/film/jeruzalem/
"Yılbaşı Kabusu
Krampus","Dram Filmleri, Fantastik Filmler, Komedi Filmleri, Korku Filmleri",8.4,6.2,2015,https://www.fullhdfilmizlesene.life/film/yilbasi-kabusu/
"Gizli Dünya
Room","Dram Filmleri, Gerilim Filmleri",9.1,8.1,2015,https://www.fullhdfilmizlesene.life/film/gizli-dunya/
"Creed Efsanenin Doğuşu
Creed","Dram Filmleri, Spor Filmleri",9.4,7.6,2015,https://www.fullhdfilmizlesene.life/film/creed-efsanenin-dogusu/
"Karınca Çocuk 3
Antboy 3","Aile Filmleri, Komedi Filmleri, Macera Filmleri",8.7,5.0,2016,https://www.fullhdfilmizlesene.life/film/karinca-cocuk-3/
Lolo,Komedi Filmleri,8.5,5.7,2015,https://www.fullhdfilmizlesene.life/film/lolo/
"Aşkın Kanatları
Flying Home","Dram Filmleri, Romantik Filmler",8.3,6.1,2014,https://www.fullhdfilmizlesene.life/film/askin-kanatlari/
"Aşkın Seçimi
The Choice","Dram Filmleri, Romantik Filmler",8.3,6.5,2016,https://www.fullhdfilmizlesene.life/film/askin-secimi/
"İkinci Bahar
I'll See You In My Dreams","Dram Filmleri, Komedi Filmleri, Romantik Filmler",8.7,6.7,2015,https://www.fullhdfilmizlesene.life/film/ikinci-bahar/
"Merhamet
Mercy","Gerilim Filmleri, Korku Filmleri",8.3,4.9,2014,https://www.fullhdfilmizlesene.life/film/merhamet-2/
My Little Pony: Kızlar Orkestrası,"Aile Filmleri, Animasyon Filmleri, Fantastik Filmler, Komedi Filmleri, Macera Filmleri",9.0,7.0,2014,https://www.fullhdfilmizlesene.life/film/my-little-pony-kizlar-orkestrasi/
"Hamam Böceği Macerası
Kukaracha","Animasyon Filmleri, Komedi Filmleri, Romantik Filmler",8.8,1.4,2011,https://www.fullhdfilmizlesene.life/film/hamam-bocegi-macerasi/
"Kampüs Kodu
Campus Code","Aksiyon Filmleri, Bilim Kurgu Filmleri",7.2,2.7,2015,https://www.fullhdfilmizlesene.life/film/kampus-kodu/
"Sessizliğin Bakışı
The Look of Silence","Belgeseller, Biyografi Filmleri, Tarih Filmleri",9.2,8.3,2014,https://www.fullhdfilmizlesene.life/film/sessizligin-bakisi/
The Dead Room,"Gerilim Filmleri, Korku Filmleri",8.1,4.8,2015,https://www.fullhdfilmizlesene.life/film/the-dead-room/
"Büyük Açık
The Big Short","Biyografi Filmleri, Dram Filmleri, Komedi Filmleri, Tarih Filmleri",8.4,7.8,2015,https://www.fullhdfilmizlesene.life/film/buyuk-acik/
Life,"Biyografi Filmleri, Dram Filmleri",7.7,6.0,2015,https://www.fullhdfilmizlesene.life/film/life/
"Barselona'da Bir Yılbaşı Gecesi
Barcelona Christmas Night",Romantik Filmler,8.4,6.4,2015,https://www.fullhdfilmizlesene.life/film/barselona-da-bir-yilbasi-gecesi/
"Danimarkalı Kız
The Danish Girl","Biyografi Filmleri, Dram Filmleri, Romantik Filmler",8.9,7.1,2015,https://www.fullhdfilmizlesene.life/film/danimarkali-kiz/
Joy,Dram Filmleri,8.8,6.6,2015,https://www.fullhdfilmizlesene.life/film/joy-2015/
"Taksi 1
Taxi","Dram Filmleri, Komedi Filmleri, Romantik Filmler",8.3,5.9,2015,https://www.fullhdfilmizlesene.life/film/taksi-1/
"Acemi Casus
Anacleto: Agente secreto","Aksiyon Filmleri, Komedi Filmleri",7.9,6.1,2015,https://www.fullhdfilmizlesene.life/film/acemi-casus/
"Bomba
El desconocido","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Gizem Filmleri",9.4,6.6,2015,https://www.fullhdfilmizlesene.life/film/bomba/
"K9 Dünya Kupası
Seleccion canina","Animasyon Filmleri, Spor Filmleri",9.5,3.7,2015,https://www.fullhdfilmizlesene.life/film/k9-dunya-kupasi/
"Vampir Kız Kardeşler
Die Vampirschwestern","Aile Filmleri, Dram Filmleri, Fantastik Filmler, Komedi Filmleri, Macera Filmleri",9.2,5.6,2012,https://www.fullhdfilmizlesene.life/film/vampir-kiz-kardesler/
"Araba Çalmak ve Ötesi
Stealing Car",Dram Filmleri,7.8,5.7,2015,https://www.fullhdfilmizlesene.life/film/araba-calmak-ve-otesi/
"Kız Kardeşler
Sisters",Komedi Filmleri,8.7,6.0,2015,https://www.fullhdfilmizlesene.life/film/kiz-kardesler-2/
"99 Ev
99 Homes",Dram Filmleri,8.3,7.1,2014,https://www.fullhdfilmizlesene.life/film/99-ev/
"Maymun Kral 2
The Monkey King the Legend Begins","Aksiyon Filmleri, Fantastik Filmler, Macera Filmleri",8.8,5.9,2016,https://www.fullhdfilmizlesene.life/film/maymun-kral-2/
"Lizbon'a Gece Treni
Night Train to Lisbon","Gerilim Filmleri, Gizem Filmleri, Romantik Filmler",8.6,6.8,2013,https://www.fullhdfilmizlesene.life/film/lizbon-a-gece-treni/
"Üç Silahşörler
Tri mushketera",Macera Filmleri,9.3,3.9,2013,https://www.fullhdfilmizlesene.life/film/uc-silahsorler-4/
"Huysuz
Mielensäpahoittaja","Dram Filmleri, Komedi Filmleri",7.7,6.7,2014,https://www.fullhdfilmizlesene.life/film/huysuz/
"Zaman Aşımı
Time Out of Mind",Dram Filmleri,7.6,5.7,2014,https://www.fullhdfilmizlesene.life/film/zaman-asimi/
"Kızıl Gökyüzü
Red Sky","Aksiyon Filmleri, Gerilim Filmleri",8.3,4.1,2014,https://www.fullhdfilmizlesene.life/film/kizil-gokyuzu/
The Bad Education Movie,Komedi Filmleri,8.8,5.8,2015,https://www.fullhdfilmizlesene.life/film/the-bad-education-movie/
"Buz, Kar ve İntikam
Kraftidioten","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Suç Filmleri",7.9,7.1,2014,https://www.fullhdfilmizlesene.life/film/buz-kar-ve-intikam/
"Bir Efsanenin Hayatı
Life of a King",Dram Filmleri,9.1,6.9,2013,https://www.fullhdfilmizlesene.life/film/bir-efsanenin-hayati/
"Küçük Prens
The Little Prince","Aile Filmleri, Animasyon Filmleri, Dram Filmleri, Fantastik Filmler, Macera Filmleri",9.5,7.6,2015,https://www.fullhdfilmizlesene.life/film/kucuk-prens/
"Sakın Büyüme
Don't Grow Up","Bilim Kurgu Filmleri, Dram Filmleri, Korku Filmleri",8.0,4.6,2015,https://www.fullhdfilmizlesene.life/film/sakin-buyume/
"Günah Keçisi
Common","Dram Filmleri, Suç Filmleri",8.1,7.3,2014,https://www.fullhdfilmizlesene.life/film/gunah-kecisi-3/
"Predator'ün Yükselişi
BlackJacks","Aksiyon Filmleri, Bilim Kurgu Filmleri, Gerilim Filmleri",7.6,3.6,2014,https://www.fullhdfilmizlesene.life/film/predator-un-yukselisi/
"Gerçek Oyun
Real Playing Game","Aksiyon Filmleri, Bilim Kurgu Filmleri, Macera Filmleri",8.6,4.3,2013,https://www.fullhdfilmizlesene.life/film/gercek-oyun/
"Geçmişin Gölgesinde
Any Day","Dram Filmleri, Gerilim Filmleri, Romantik Filmler",8.0,4.9,2015,https://www.fullhdfilmizlesene.life/film/gecmisin-golgesinde/
"Terkedilmiş
The Abandoned","Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",7.8,4.8,2015,https://www.fullhdfilmizlesene.life/film/terkedilmis/
"Ölümcül Temas
Ejecta","Bilim Kurgu Filmleri, Korku Filmleri",7.8,3.7,2014,https://www.fullhdfilmizlesene.life/film/olumcul-temas/
"Kurbağa Krallığı
Frog Kingdoom","Animasyon Filmleri, Komedi Filmleri, Macera Filmleri, Spor Filmleri",8.3,3.4,2013,https://www.fullhdfilmizlesene.life/film/kurbaga-kralligi/
"Jem ve Hologramlar
Jem and the Holograms","Aile Filmleri, Dram Filmleri, Fantastik Filmler, Macera Filmleri, Müzikal Filmler",9.6,4.2,2015,https://www.fullhdfilmizlesene.life/film/jem-ve-hologramlar/
Macbeth,"Dram Filmleri, Savaş Filmleri, Tarih Filmleri",7.9,6.6,2015,https://www.fullhdfilmizlesene.life/film/macbeth/
"İyi Bir Dinozor
The Good Dinosaur","Aile Filmleri, Animasyon Filmleri, Dram Filmleri, Komedi Filmleri, Macera Filmleri",9.4,6.7,2015,https://www.fullhdfilmizlesene.life/film/iyi-bir-dinozor/
"Katil Deniz Kızı
Mamula","Dram Filmleri, Fantastik Filmler, Gerilim Filmleri, Korku Filmleri",8.5,4.1,2014,https://www.fullhdfilmizlesene.life/film/katil-deniz-kizi/
"Sihirbaz
The Magician","Dram Filmleri, Fantastik Filmler, Romantik Filmler",9.1,5.9,2015,https://www.fullhdfilmizlesene.life/film/sihirbaz-2/
"Küçük Vahşiler
Little Savages","Aile Filmleri, Macera Filmleri",9.4,5.0,2016,https://www.fullhdfilmizlesene.life/film/kucuk-vahsiler/
"Zoraki Dedektif
The Accidental Detective","Gerilim Filmleri, Komedi Filmleri, Suç Filmleri",8.6,6.7,2015,https://www.fullhdfilmizlesene.life/film/zoraki-dedektif/
1001 Gram,Dram Filmleri,8.9,6.3,2014,https://www.fullhdfilmizlesene.life/film/1001-gram/
Marilyn Monroe ve Bilinmeyen Hayatı 2. Bölüm,Biyografi Filmleri,8.1,6.8,2015,https://www.fullhdfilmizlesene.life/film/marilyn-monroe-ve-bilinmeyen-hayati-2-bolum/
Hector,Dram Filmleri,8.5,6.9,2015,https://www.fullhdfilmizlesene.life/film/hector/
"Gizli Dosya
Truth","Biyografi Filmleri, Dram Filmleri, Tarih Filmleri",8.6,6.8,2015,https://www.fullhdfilmizlesene.life/film/gizli-dosya/
D' Ardennen,Dram Filmleri,8.5,6.7,2015,https://www.fullhdfilmizlesene.life/film/d-ardennen/
Bajirao Mastani,"Aksiyon Filmleri, Dram Filmleri, Romantik Filmler, Savaş Filmleri, Tarih Filmleri",8.9,7.2,2015,https://www.fullhdfilmizlesene.life/film/bajirao-mastani/
"Aşkın Frekansları
Frequencies","Bilim Kurgu Filmleri, Gizem Filmleri, Romantik Filmler",8.3,6.7,2013,https://www.fullhdfilmizlesene.life/film/askin-frekanslari/
"Kırılma Noktası
Point Break","Aksiyon Filmleri, Gerilim Filmleri, Spor Filmleri, Suç Filmleri",9.4,5.3,2015,https://www.fullhdfilmizlesene.life/film/kirilma-noktasi/
"Baba Ben Zombi Oldum 2
Dixie y la rebelion zombi",Animasyon Filmleri,9.4,4.5,2014,https://www.fullhdfilmizlesene.life/film/baba-ben-zombi-oldum-2/
"Shaolin Futbolu
Shaolin Soccer","Aksiyon Filmleri, Fantastik Filmler, Komedi Filmleri, Spor Filmleri",8.7,7.3,2001,https://www.fullhdfilmizlesene.life/film/shaolin-futbolu/
"Kung-Fu Keşiş
Dao shi xia shan",Aksiyon Filmleri,9.3,5.5,2015,https://www.fullhdfilmizlesene.life/film/kung-fu-kesis/
